  p_brand   |          p_type           | p_size | supplier_cnt 
 Brand#43   | MEDIUM POLISHED STEEL     |     15 |          440
 Brand#43   | PROMO ANODIZED COPPER     |     24 |          440
 Brand#43   | PROMO BRUSHED TIN         |     27 |          440
 Brand#43   | PROMO BURNISHED STEEL     |      3 |          440
 Brand#43   | PROMO POLISHED NICKEL     |     10 |          440
 Brand#43   | SMALL ANODIZED STEEL      |     27 |          440
 Brand#43   | SMALL POLISHED BRASS      |     46 |          440
 Brand#43   | STANDARD BURNISHED TIN    |     10 |          440
 Brand#43   | STANDARD PLATED COPPER    |     46 |          440
 Brand#43   | STANDARD POLISHED BRASS   |      5 |          440
 Brand#44   | ECONOMY ANODIZED BRASS    |     27 |          440
 Brand#44   | ECONOMY ANODIZED NICKEL   |     21 |          440
 Brand#44   | ECONOMY BRUSHED BRASS     |      3 |          440
 Brand#44   | ECONOMY BRUSHED COPPER    |     15 |          440
 Brand#44   | ECONOMY BRUSHED NICKEL    |     27 |          440
 Brand#44   | ECONOMY BURNISHED COPPER  |      5 |          440
 Brand#44   | ECONOMY PLATED BRASS      |      5 |          440
 Brand#44   | ECONOMY PLATED BRASS      |     27 |          440
 Brand#44   | ECONOMY PLATED TIN        |     24 |          440
 Brand#44   | ECONOMY POLISHED BRASS    |     24 |          440
 Brand#44   | LARGE ANODIZED STEEL      |     15 |          440
 Brand#44   | MEDIUM PLATED BRASS       |      3 |          440
 Brand#44   | MEDIUM PLATED COPPER      |      5 |          440
 Brand#44   | PROMO ANODIZED COPPER     |     10 |          440
 Brand#44   | PROMO BRUSHED BRASS       |      3 |          440
 Brand#44   | PROMO BRUSHED BRASS       |     21 |          440
 Brand#44   | PROMO PLATED BRASS        |      5 |          440
 Brand#44   | PROMO PLATED COPPER       |     15 |          440
 Brand#44   | PROMO PLATED NICKEL       |      5 |          440
 Brand#44   | PROMO POLISHED TIN        |     15 |          440
 Brand#44   | SMALL ANODIZED NICKEL     |      5 |          440
 Brand#44   | SMALL ANODIZED TIN        |     21 |          440
 Brand#44   | SMALL ANODIZED TIN        |     46 |          440
 Brand#44   | SMALL BRUSHED COPPER      |     24 |          440
 Brand#44   | SMALL PLATED COPPER       |     10 |          440
 Brand#44   | STANDARD BRUSHED NICKEL   |      3 |          440
 Brand#44   | STANDARD BRUSHED NICKEL   |     10 |          440
 Brand#44   | STANDARD BRUSHED NICKEL   |     24 |          440
 Brand#44   | STANDARD BURNISHED BRASS  |      3 |          440
 Brand#44   | STANDARD BURNISHED BRASS  |     46 |          440
 Brand#45   | ECONOMY ANODIZED STEEL    |     46 |          440
 Brand#45   | ECONOMY BRUSHED TIN       |     24 |          440
 Brand#45   | ECONOMY BURNISHED BRASS   |     46 |          440
 Brand#45   | ECONOMY BURNISHED COPPER  |     10 |          440
 Brand#45   | ECONOMY BURNISHED COPPER  |     15 |          440
 Brand#45   | ECONOMY BURNISHED NICKEL  |      3 |          440
 Brand#45   | ECONOMY PLATED NICKEL     |      3 |          440
 Brand#45   | ECONOMY POLISHED COPPER   |     15 |          440
 Brand#45   | LARGE BRUSHED NICKEL      |     46 |          440
 Brand#45   | LARGE BRUSHED STEEL       |     24 |          440
 Brand#45   | LARGE BRUSHED TIN         |     24 |          440
 Brand#45   | MEDIUM BRUSHED COPPER     |      5 |          440
 Brand#45   | MEDIUM BURNISHED BRASS    |     10 |          440
 Brand#45   | MEDIUM BURNISHED NICKEL   |     24 |          440
 Brand#45   | MEDIUM BURNISHED NICKEL   |     46 |          440
 Brand#45   | PROMO ANODIZED STEEL      |      5 |          440
 Brand#45   | PROMO BRUSHED BRASS       |     46 |          440
 Brand#45   | PROMO BURNISHED BRASS     |     10 |          440
 Brand#45   | PROMO BURNISHED BRASS     |     24 |          440
 Brand#45   | PROMO BURNISHED NICKEL    |      3 |          440
 Brand#45   | PROMO BURNISHED NICKEL    |     21 |          440
 Brand#45   | PROMO PLATED TIN          |     46 |          440
 Brand#45   | SMALL BRUSHED NICKEL      |      3 |          440
 Brand#45   | SMALL BURNISHED BRASS     |     46 |          440
 Brand#45   | SMALL BURNISHED TIN       |     21 |          440
 Brand#45   | SMALL PLATED BRASS        |     10 |          440
 Brand#45   | SMALL PLATED STEEL        |     46 |          440
 Brand#45   | SMALL POLISHED COPPER     |     21 |          440
 Brand#45   | STANDARD BRUSHED NICKEL   |     27 |          440
 Brand#45   | STANDARD BURNISHED COPPER |     27 |          440
 Brand#45   | STANDARD PLATED TIN       |     10 |          440
 Brand#51   | ECONOMY ANODIZED BRASS    |     27 |          440
 Brand#51   | ECONOMY ANODIZED TIN      |     10 |          440
 Brand#51   | ECONOMY BURNISHED BRASS   |     46 |          440
 Brand#51   | ECONOMY BURNISHED NICKEL  |     24 |          440
 Brand#51   | ECONOMY PLATED COPPER     |     24 |          440
 Brand#51   | ECONOMY PLATED TIN        |     24 |          440
 Brand#51   | ECONOMY POLISHED TIN      |     27 |          440
 Brand#51   | LARGE BRUSHED TIN         |     15 |          440
 Brand#51   | LARGE BURNISHED COPPER    |     24 |          440
 Brand#51   | MEDIUM BRUSHED TIN        |     27 |          440
 Brand#51   | MEDIUM BURNISHED COPPER   |     15 |          440
 Brand#51   | MEDIUM BURNISHED NICKEL   |     24 |          440
 Brand#51   | MEDIUM BURNISHED TIN      |     24 |          440
 Brand#51   | MEDIUM POLISHED TIN       |     15 |          440
 Brand#51   | PROMO ANODIZED STEEL      |      3 |          440
 Brand#51   | PROMO BRUSHED BRASS       |      3 |          440
 Brand#51   | PROMO BRUSHED NICKEL      |     15 |          440
 Brand#51   | PROMO BURNISHED NICKEL    |      3 |          440
 Brand#51   | PROMO BURNISHED NICKEL    |     24 |          440
 Brand#51   | PROMO BURNISHED STEEL     |     46 |          440
 Brand#51   | PROMO PLATED BRASS        |     24 |          440
 Brand#51   | PROMO PLATED COPPER       |     21 |          440
 Brand#51   | PROMO POLISHED BRASS      |     10 |          440
 Brand#51   | SMALL BRUSHED BRASS       |     46 |          440
 Brand#51   | SMALL BRUSHED NICKEL      |     21 |          440
 Brand#51   | SMALL BRUSHED NICKEL      |     46 |          440
 Brand#51   | SMALL POLISHED COPPER     |     15 |          440
 Brand#51   | STANDARD ANODIZED TIN     |     46 |          440
 Brand#51   | STANDARD PLATED TIN       |      5 |          440
 Brand#52   | ECONOMY ANODIZED STEEL    |     24 |          440
 Brand#52   | ECONOMY ANODIZED STEEL    |     46 |          440
 Brand#52   | ECONOMY BRUSHED NICKEL    |     10 |          440
 Brand#52   | ECONOMY BRUSHED NICKEL    |     24 |          440
 Brand#52   | ECONOMY BRUSHED TIN       |      5 |          440
 Brand#52   | ECONOMY BURNISHED COPPER  |     10 |          440
 Brand#52   | ECONOMY BURNISHED NICKEL  |      5 |          440
 Brand#52   | ECONOMY BURNISHED TIN     |     46 |          440
 Brand#52   | ECONOMY POLISHED STEEL    |      3 |          440
 Brand#52   | ECONOMY POLISHED TIN      |     15 |          440
 Brand#52   | LARGE ANODIZED STEEL      |     10 |          440
 Brand#52   | LARGE ANODIZED STEEL      |     46 |          440
 Brand#52   | LARGE BURNISHED NICKEL    |     24 |          440
 Brand#52   | LARGE PLATED BRASS        |     46 |          440
 Brand#52   | MEDIUM ANODIZED TIN       |     24 |          440
 Brand#52   | MEDIUM BRUSHED COPPER     |     21 |          440
 Brand#52   | MEDIUM BRUSHED STEEL      |      5 |          440
 Brand#52   | MEDIUM BRUSHED TIN        |      3 |          440
 Brand#52   | MEDIUM PLATED STEEL       |      3 |          440
 Brand#52   | MEDIUM PLATED TIN         |     24 |          440
 Brand#52   | MEDIUM POLISHED COPPER    |     46 |          440
 Brand#52   | MEDIUM POLISHED NICKEL    |     10 |          440
 Brand#52   | MEDIUM POLISHED TIN       |     24 |          440
 Brand#52   | PROMO ANODIZED STEEL      |      3 |          440
 Brand#52   | PROMO ANODIZED STEEL      |     46 |          440
 Brand#52   | PROMO BURNISHED COPPER    |     24 |          440
 Brand#52   | PROMO PLATED STEEL        |     10 |          440
 Brand#52   | PROMO PLATED TIN          |     15 |          440
 Brand#52   | SMALL ANODIZED STEEL      |     27 |          440
 Brand#52   | SMALL BURNISHED COPPER    |     27 |          440
 Brand#52   | SMALL BURNISHED TIN       |      3 |          440
 Brand#52   | SMALL PLATED COPPER       |      3 |          440
 Brand#52   | SMALL POLISHED STEEL      |      3 |          440
 Brand#52   | STANDARD ANODIZED BRASS   |     15 |          440
 Brand#52   | STANDARD PLATED STEEL     |     10 |          440
 Brand#52   | STANDARD PLATED TIN       |     21 |          440
 Brand#53   | ECONOMY BRUSHED NICKEL    |     24 |          440
 Brand#53   | ECONOMY BURNISHED TIN     |     21 |          440
 Brand#53   | ECONOMY PLATED COPPER     |     21 |          440
 Brand#53   | ECONOMY PLATED NICKEL     |      5 |          440
 Brand#53   | LARGE PLATED NICKEL       |     15 |          440
 Brand#53   | LARGE PLATED STEEL        |     27 |          440
 Brand#53   | LARGE PLATED TIN          |     46 |          440
 Brand#53   | MEDIUM ANODIZED TIN       |     10 |          440
 Brand#53   | MEDIUM BRUSHED BRASS      |     21 |          440
 Brand#53   | MEDIUM BRUSHED COPPER     |      3 |          440
 Brand#53   | MEDIUM PLATED NICKEL      |     46 |          440
 Brand#53   | PROMO ANODIZED TIN        |     21 |          440
 Brand#53   | PROMO BRUSHED BRASS       |     15 |          440
 Brand#53   | PROMO BURNISHED COPPER    |     24 |          440
 Brand#53   | PROMO BURNISHED STEEL     |     21 |          440
 Brand#53   | PROMO BURNISHED TIN       |      5 |          440
 Brand#53   | PROMO BURNISHED TIN       |     46 |          440
 Brand#53   | PROMO PLATED STEEL        |     15 |          440
 Brand#53   | SMALL ANODIZED STEEL      |     46 |          440
 Brand#53   | SMALL BURNISHED STEEL     |     21 |          440
 Brand#53   | SMALL BURNISHED STEEL     |     46 |          440
 Brand#53   | SMALL PLATED NICKEL       |      5 |          440
 Brand#53   | SMALL POLISHED BRASS      |     10 |          440
 Brand#53   | SMALL POLISHED BRASS      |     27 |          440
 Brand#53   | SMALL POLISHED STEEL      |     21 |          440
 Brand#53   | STANDARD BRUSHED BRASS    |     15 |          440
 Brand#53   | STANDARD BRUSHED NICKEL   |     24 |          440
 Brand#53   | STANDARD PLATED COPPER    |      5 |          440
 Brand#53   | STANDARD PLATED NICKEL    |     10 |          440
 Brand#53   | STANDARD POLISHED BRASS   |     10 |          440
 Brand#53   | STANDARD POLISHED NICKEL  |      5 |          440
 Brand#53   | STANDARD POLISHED TIN     |     10 |          440
 Brand#54   | ECONOMY BRUSHED BRASS     |     15 |          440
 Brand#54   | ECONOMY BRUSHED TIN       |     24 |          440
 Brand#54   | ECONOMY POLISHED BRASS    |     46 |          440
 Brand#54   | LARGE BURNISHED NICKEL    |      5 |          440
 Brand#54   | LARGE PLATED BRASS        |      5 |          440
 Brand#54   | LARGE PLATED BRASS        |     15 |          440
 Brand#54   | LARGE PLATED COPPER       |      3 |          440
 Brand#54   | MEDIUM BURNISHED COPPER   |      3 |          440
 Brand#54   | MEDIUM PLATED NICKEL      |     21 |          440
 Brand#54   | MEDIUM PLATED TIN         |      5 |          440
 Brand#54   | PROMO BRUSHED COPPER      |     46 |          440
 Brand#54   | PROMO BRUSHED TIN         |     10 |          440
 Brand#54   | PROMO BURNISHED TIN       |     15 |          440
 Brand#54   | PROMO PLATED COPPER       |     21 |          440
 Brand#54   | PROMO PLATED TIN          |      3 |          440
 Brand#54   | PROMO POLISHED BRASS      |     27 |          440
 Brand#54   | SMALL ANODIZED STEEL      |     21 |          440
 Brand#54   | SMALL BRUSHED NICKEL      |     15 |          440
 Brand#54   | STANDARD ANODIZED NICKEL  |      3 |          440
 Brand#54   | STANDARD ANODIZED NICKEL  |     10 |          440
 Brand#54   | STANDARD ANODIZED TIN     |      3 |          440
 Brand#54   | STANDARD ANODIZED TIN     |     21 |          440
 Brand#54   | STANDARD BRUSHED BRASS    |     24 |          440
 Brand#54   | STANDARD BRUSHED NICKEL   |     15 |          440
 Brand#54   | STANDARD BURNISHED COPPER |     27 |          440
 Brand#54   | STANDARD PLATED COPPER    |     24 |          440
 Brand#55   | ECONOMY ANODIZED STEEL    |     21 |          440
 Brand#55   | ECONOMY BRUSHED NICKEL    |     24 |          440
 Brand#55   | ECONOMY BRUSHED TIN       |     15 |          440
 Brand#55   | ECONOMY PLATED BRASS      |     21 |          440
 Brand#55   | ECONOMY PLATED TIN        |      3 |          440
 Brand#55   | ECONOMY POLISHED TIN      |     46 |          440
 Brand#55   | LARGE ANODIZED TIN        |      3 |          440
 Brand#55   | LARGE BURNISHED NICKEL    |     27 |          440
 Brand#55   | MEDIUM ANODIZED COPPER    |     27 |          440
 Brand#55   | MEDIUM PLATED COPPER      |      5 |          440
 Brand#55   | MEDIUM POLISHED NICKEL    |     24 |          440
 Brand#55   | PROMO ANODIZED BRASS      |      3 |          440
 Brand#55   | PROMO BRUSHED BRASS       |      5 |          440
 Brand#55   | PROMO BRUSHED COPPER      |     10 |          440
 Brand#55   | PROMO PLATED TIN          |     15 |          440
 Brand#55   | PROMO POLISHED NICKEL     |     27 |          440
 Brand#55   | PROMO POLISHED STEEL      |     21 |          440
 Brand#55   | SMALL ANODIZED TIN        |     10 |          440
 Brand#55   | SMALL ANODIZED TIN        |     46 |          440
 Brand#55   | SMALL BRUSHED COPPER      |      5 |          440
 Brand#55   | SMALL BURNISHED BRASS     |     15 |          440
 Brand#55   | STANDARD BRUSHED NICKEL   |     10 |          440
 Brand#55   | STANDARD BURNISHED BRASS  |     27 |          440
 Brand#55   | STANDARD BURNISHED NICKEL |      3 |          440
 Brand#55   | STANDARD BURNISHED STEEL  |     21 |          440
 Brand#11   | LARGE ANODIZED NICKEL     |     15 |          439
 Brand#11   | MEDIUM BRUSHED NICKEL     |     15 |          439
 Brand#11   | MEDIUM BURNISHED STEEL    |     46 |          439
 Brand#11   | MEDIUM POLISHED NICKEL    |     24 |          439
 Brand#11   | SMALL BRUSHED STEEL       |     24 |          439
 Brand#11   | SMALL BURNISHED COPPER    |     10 |          439
 Brand#11   | SMALL BURNISHED STEEL     |      5 |          439
 Brand#11   | STANDARD ANODIZED NICKEL  |     15 |          439
 Brand#11   | STANDARD ANODIZED TIN     |     10 |          439
 Brand#11   | STANDARD BURNISHED BRASS  |     10 |          439
 Brand#13   | ECONOMY ANODIZED STEEL    |     27 |          439
 Brand#13   | ECONOMY PLATED NICKEL     |     15 |          439
 Brand#13   | MEDIUM ANODIZED STEEL     |     21 |          439
 Brand#13   | PROMO ANODIZED BRASS      |     10 |          439
 Brand#13   | PROMO BRUSHED TIN         |      3 |          439
 Brand#13   | PROMO PLATED COPPER       |     15 |          439
 Brand#13   | PROMO POLISHED COPPER     |     10 |          439
 Brand#13   | PROMO POLISHED STEEL      |     27 |          439
 Brand#13   | SMALL BRUSHED TIN         |     24 |          439
 Brand#13   | SMALL POLISHED NICKEL     |     21 |          439
 Brand#13   | STANDARD BRUSHED TIN      |      3 |          439
 Brand#13   | STANDARD BURNISHED NICKEL |     24 |          439
 Brand#13   | STANDARD POLISHED STEEL   |     10 |          439
 Brand#14   | ECONOMY BRUSHED BRASS     |      3 |          439
 Brand#14   | MEDIUM BRUSHED BRASS      |     27 |          439
 Brand#14   | MEDIUM BRUSHED STEEL      |      5 |          439
 Brand#14   | MEDIUM BURNISHED BRASS    |      5 |          439
 Brand#14   | MEDIUM PLATED TIN         |     10 |          439
 Brand#14   | PROMO BURNISHED BRASS     |     24 |          439
 Brand#15   | ECONOMY POLISHED COPPER   |     10 |          439
 Brand#15   | LARGE BRUSHED NICKEL      |      5 |          439
 Brand#15   | LARGE PLATED COPPER       |     46 |          439
 Brand#15   | PROMO POLISHED BRASS      |     10 |          439
 Brand#15   | PROMO POLISHED TIN        |     24 |          439
 Brand#15   | STANDARD BURNISHED NICKEL |     21 |          439
 Brand#21   | MEDIUM BURNISHED NICKEL   |     46 |          439
 Brand#21   | MEDIUM PLATED TIN         |     21 |          439
 Brand#21   | PROMO BRUSHED NICKEL      |     46 |          439
 Brand#21   | SMALL ANODIZED BRASS      |     10 |          439
 Brand#21   | SMALL POLISHED BRASS      |      5 |          439
 Brand#21   | STANDARD ANODIZED NICKEL  |     24 |          439
 Brand#21   | STANDARD PLATED NICKEL    |      3 |          439
 Brand#22   | LARGE BURNISHED COPPER    |     10 |          439
 Brand#22   | MEDIUM ANODIZED NICKEL    |     24 |          439
 Brand#22   | MEDIUM BURNISHED NICKEL   |     15 |          439
 Brand#22   | MEDIUM POLISHED STEEL     |      5 |          439
 Brand#22   | PROMO ANODIZED TIN        |     46 |          439
 Brand#22   | PROMO PLATED NICKEL       |     10 |          439
 Brand#22   | SMALL BURNISHED BRASS     |     10 |          439
 Brand#22   | SMALL PLATED TIN          |      5 |          439
 Brand#22   | SMALL PLATED TIN          |     21 |          439
 Brand#22   | STANDARD BRUSHED STEEL    |     15 |          439
 Brand#22   | STANDARD BURNISHED STEEL  |     46 |          439
 Brand#23   | ECONOMY BURNISHED TIN     |     15 |          439
 Brand#23   | MEDIUM BURNISHED BRASS    |     15 |          439
 Brand#23   | MEDIUM BURNISHED BRASS    |     21 |          439
 Brand#23   | MEDIUM PLATED NICKEL      |     27 |          439
 Brand#23   | PROMO ANODIZED TIN        |     15 |          439
 Brand#23   | SMALL ANODIZED COPPER     |     15 |          439
 Brand#23   | SMALL ANODIZED STEEL      |      5 |          439
 Brand#23   | SMALL ANODIZED TIN        |     10 |          439
 Brand#23   | SMALL BURNISHED BRASS     |     24 |          439
 Brand#23   | STANDARD BURNISHED TIN    |      3 |          439
 Brand#23   | STANDARD POLISHED COPPER  |      3 |          439
 Brand#24   | ECONOMY BURNISHED BRASS   |      5 |          439
 Brand#24   | LARGE BRUSHED BRASS       |     10 |          439
 Brand#24   | MEDIUM ANODIZED STEEL     |     10 |          439
 Brand#24   | MEDIUM PLATED NICKEL      |     10 |          439
 Brand#24   | STANDARD PLATED COPPER    |      5 |          439
 Brand#25   | ECONOMY BRUSHED TIN       |     15 |          439
 Brand#25   | ECONOMY POLISHED BRASS    |     21 |          439
 Brand#25   | LARGE ANODIZED COPPER     |     15 |          439
 Brand#25   | LARGE BRUSHED BRASS       |     24 |          439
 Brand#25   | MEDIUM POLISHED NICKEL    |      5 |          439
 Brand#25   | PROMO PLATED STEEL        |      3 |          439
 Brand#25   | STANDARD ANODIZED NICKEL  |     10 |          439
 Brand#25   | STANDARD ANODIZED NICKEL  |     46 |          439
 Brand#25   | STANDARD ANODIZED TIN     |      5 |          439
 Brand#25   | STANDARD BURNISHED NICKEL |     24 |          439
 Brand#31   | ECONOMY BRUSHED TIN       |      3 |          439
 Brand#31   | ECONOMY PLATED COPPER     |     10 |          439
 Brand#31   | ECONOMY POLISHED STEEL    |     21 |          439
 Brand#31   | LARGE BRUSHED TIN         |      5 |          439
 Brand#31   | MEDIUM PLATED COPPER      |     21 |          439
 Brand#31   | MEDIUM POLISHED STEEL     |     21 |          439
 Brand#31   | MEDIUM POLISHED TIN       |     21 |          439
 Brand#31   | PROMO PLATED BRASS        |     21 |          439
 Brand#31   | PROMO PLATED BRASS        |     27 |          439
 Brand#31   | SMALL BRUSHED TIN         |     15 |          439
 Brand#31   | STANDARD BURNISHED STEEL  |     15 |          439
 Brand#31   | STANDARD POLISHED BRASS   |     24 |          439
 Brand#32   | ECONOMY BRUSHED BRASS     |     21 |          439
 Brand#32   | ECONOMY BRUSHED COPPER    |     24 |          439
 Brand#32   | ECONOMY BRUSHED COPPER    |     46 |          439
 Brand#32   | ECONOMY POLISHED BRASS    |     15 |          439
 Brand#32   | ECONOMY POLISHED NICKEL   |     46 |          439
 Brand#32   | LARGE ANODIZED NICKEL     |     27 |          439
 Brand#32   | LARGE BURNISHED STEEL     |     10 |          439
 Brand#32   | MEDIUM ANODIZED BRASS     |     10 |          439
 Brand#32   | MEDIUM ANODIZED COPPER    |      5 |          439
 Brand#32   | MEDIUM BRUSHED STEEL      |     21 |          439
 Brand#32   | MEDIUM BURNISHED BRASS    |     21 |          439
 Brand#32   | MEDIUM PLATED TIN         |     24 |          439
 Brand#32   | SMALL BRUSHED NICKEL      |     21 |          439
 Brand#32   | SMALL BURNISHED BRASS     |      3 |          439
 Brand#32   | SMALL BURNISHED STEEL     |     46 |          439
 Brand#32   | STANDARD POLISHED STEEL   |      3 |          439
 Brand#33   | LARGE ANODIZED NICKEL     |     15 |          439
 Brand#33   | LARGE ANODIZED STEEL      |     27 |          439
 Brand#33   | LARGE BRUSHED TIN         |     10 |          439
 Brand#33   | MEDIUM POLISHED STEEL     |     15 |          439
 Brand#33   | PROMO ANODIZED COPPER     |      5 |          439
 Brand#33   | PROMO BRUSHED NICKEL      |     46 |          439
 Brand#34   | ECONOMY ANODIZED TIN      |     46 |          439
 Brand#34   | ECONOMY BRUSHED COPPER    |     10 |          439
 Brand#34   | MEDIUM POLISHED TIN       |      3 |          439
 Brand#34   | SMALL BURNISHED COPPER    |      3 |          439
 Brand#35   | ECONOMY ANODIZED STEEL    |     21 |          439
 Brand#35   | LARGE PLATED COPPER       |      5 |          439
 Brand#35   | MEDIUM ANODIZED TIN       |     24 |          439
 Brand#35   | MEDIUM PLATED BRASS       |      5 |          439
 Brand#35   | MEDIUM POLISHED NICKEL    |     21 |          439
 Brand#35   | PROMO POLISHED TIN        |     24 |          439
 Brand#35   | STANDARD BRUSHED BRASS    |      3 |          439
 Brand#35   | STANDARD PLATED TIN       |     10 |          439
 Brand#41   | LARGE BRUSHED COPPER      |     10 |          439
 Brand#41   | MEDIUM POLISHED TIN       |     21 |          439
 Brand#41   | PROMO BURNISHED NICKEL    |     15 |          439
 Brand#41   | SMALL ANODIZED TIN        |     46 |          439
 Brand#41   | STANDARD BURNISHED STEEL  |     21 |          439
 Brand#42   | ECONOMY PLATED BRASS      |      5 |          439
 Brand#42   | ECONOMY POLISHED TIN      |     24 |          439
 Brand#42   | LARGE ANODIZED TIN        |      3 |          439
 Brand#42   | MEDIUM BRUSHED TIN        |     21 |          439
 Brand#42   | MEDIUM BURNISHED NICKEL   |      5 |          439
 Brand#42   | MEDIUM POLISHED TIN       |      3 |          439
 Brand#42   | PROMO BRUSHED BRASS       |     24 |          439
 Brand#42   | SMALL BURNISHED STEEL     |     10 |          439
 Brand#42   | SMALL POLISHED COPPER     |      5 |          439
 Brand#42   | STANDARD PLATED BRASS     |     15 |          439
 Brand#42   | STANDARD PLATED STEEL     |     46 |          439
 Brand#43   | ECONOMY BRUSHED COPPER    |      5 |          439
 Brand#43   | ECONOMY BURNISHED TIN     |      3 |          439
 Brand#43   | LARGE ANODIZED BRASS      |     46 |          439
 Brand#43   | PROMO BURNISHED BRASS     |      3 |          439
 Brand#43   | PROMO BURNISHED NICKEL    |     21 |          439
 Brand#43   | PROMO BURNISHED STEEL     |     15 |          439
 Brand#44   | ECONOMY PLATED COPPER     |     24 |          439
 Brand#44   | ECONOMY PLATED STEEL      |     15 |          439
 Brand#44   | ECONOMY POLISHED BRASS    |     15 |          439
 Brand#44   | LARGE ANODIZED COPPER     |     15 |          439
 Brand#44   | MEDIUM ANODIZED COPPER    |     24 |          439
 Brand#44   | MEDIUM BURNISHED NICKEL   |     10 |          439
 Brand#44   | MEDIUM PLATED TIN         |     15 |          439
 Brand#44   | SMALL BURNISHED TIN       |     46 |          439
 Brand#44   | STANDARD PLATED STEEL     |     46 |          439
 Brand#44   | STANDARD PLATED TIN       |     46 |          439
 Brand#45   | ECONOMY ANODIZED COPPER   |     21 |          439
 Brand#45   | PROMO PLATED COPPER       |      3 |          439
 Brand#45   | PROMO POLISHED COPPER     |     24 |          439
 Brand#45   | SMALL PLATED COPPER       |      3 |          439
 Brand#45   | STANDARD POLISHED STEEL   |     21 |          439
 Brand#51   | LARGE BRUSHED TIN         |     21 |          439
 Brand#51   | SMALL BRUSHED TIN         |      5 |          439
 Brand#51   | STANDARD PLATED NICKEL    |     15 |          439
 Brand#52   | ECONOMY ANODIZED NICKEL   |     10 |          439
 Brand#52   | ECONOMY POLISHED STEEL    |     15 |          439
 Brand#52   | MEDIUM BURNISHED NICKEL   |      5 |          439
 Brand#52   | MEDIUM POLISHED TIN       |     46 |          439
 Brand#52   | PROMO ANODIZED COPPER     |     24 |          439
 Brand#52   | PROMO ANODIZED TIN        |     24 |          439
 Brand#52   | PROMO BRUSHED NICKEL      |      5 |          439
 Brand#52   | PROMO BURNISHED NICKEL    |     24 |          439
 Brand#52   | PROMO POLISHED COPPER     |     27 |          439
 Brand#52   | SMALL ANODIZED STEEL      |     46 |          439
 Brand#52   | SMALL POLISHED BRASS      |     10 |          439
 Brand#52   | SMALL POLISHED STEEL      |     10 |          439
 Brand#52   | STANDARD BRUSHED COPPER   |     24 |          439
 Brand#52   | STANDARD BURNISHED STEEL  |     15 |          439
 Brand#53   | ECONOMY POLISHED NICKEL   |     24 |          439
 Brand#53   | LARGE ANODIZED NICKEL     |     24 |          439
 Brand#53   | MEDIUM BRUSHED STEEL      |     10 |          439
 Brand#53   | PROMO BURNISHED TIN       |     27 |          439
 Brand#54   | ECONOMY BURNISHED STEEL   |      5 |          439
 Brand#54   | LARGE BURNISHED TIN       |      3 |          439
 Brand#54   | LARGE PLATED NICKEL       |     46 |          439
 Brand#54   | MEDIUM BURNISHED COPPER   |     27 |          439
 Brand#54   | MEDIUM BURNISHED NICKEL   |     21 |          439
 Brand#54   | MEDIUM POLISHED NICKEL    |      3 |          439
 Brand#54   | PROMO BURNISHED TIN       |     24 |          439
 Brand#54   | SMALL BRUSHED NICKEL      |     24 |          439
 Brand#54   | STANDARD PLATED STEEL     |     21 |          439
 Brand#55   | ECONOMY ANODIZED COPPER   |     21 |          439
 Brand#55   | ECONOMY PLATED NICKEL     |      3 |          439
 Brand#55   | ECONOMY PLATED TIN        |     24 |          439
 Brand#55   | ECONOMY POLISHED TIN      |      5 |          439
 Brand#55   | LARGE BRUSHED BRASS       |      3 |          439
 Brand#55   | LARGE BURNISHED TIN       |     27 |          439
 Brand#55   | MEDIUM ANODIZED NICKEL    |     10 |          439
 Brand#55   | MEDIUM BURNISHED BRASS    |     24 |          439
 Brand#55   | PROMO BRUSHED STEEL       |     24 |          439
 Brand#55   | SMALL BURNISHED NICKEL    |     27 |          439
 Brand#55   | STANDARD PLATED NICKEL    |     10 |          439
 Brand#11   | STANDARD BRUSHED NICKEL   |     21 |          438
 Brand#11   | STANDARD PLATED BRASS     |     10 |          438
 Brand#13   | MEDIUM BURNISHED STEEL    |     46 |          438
 Brand#13   | SMALL BRUSHED BRASS       |      3 |          438
 Brand#14   | SMALL POLISHED BRASS      |      3 |          438
 Brand#15   | PROMO BRUSHED COPPER      |     15 |          438
 Brand#21   | ECONOMY PLATED NICKEL     |     27 |          438
 Brand#22   | MEDIUM BRUSHED BRASS      |     46 |          438
 Brand#24   | ECONOMY POLISHED STEEL    |      5 |          438
 Brand#25   | SMALL BURNISHED COPPER    |     27 |          438
 Brand#25   | STANDARD PLATED STEEL     |     10 |          438
 Brand#32   | MEDIUM BRUSHED BRASS      |      3 |          438
 Brand#32   | STANDARD BRUSHED STEEL    |     27 |          438
 Brand#32   | STANDARD BURNISHED STEEL  |     27 |          438
 Brand#33   | LARGE PLATED BRASS        |     24 |          438
 Brand#34   | PROMO ANODIZED COPPER     |     27 |          438
 Brand#35   | ECONOMY BRUSHED TIN       |      5 |          438
 Brand#35   | LARGE BURNISHED STEEL     |     15 |          438
 Brand#35   | MEDIUM POLISHED COPPER    |     21 |          438
 Brand#35   | SMALL ANODIZED NICKEL     |     27 |          438
 Brand#42   | ECONOMY ANODIZED COPPER   |     15 |          438
 Brand#42   | MEDIUM BRUSHED TIN        |     15 |          438
 Brand#42   | PROMO BRUSHED TIN         |     46 |          438
